dict_size: 17809
#############################
maximum sentence length: 55
minimum sentence length: 1
length	frequency
writerdirectors	11
vomit	11
schoolers	11
textural	11
nubile	11
romanticization	11
clear-cut	11
cleaver	11
flex-a-thon	11
sturdiest	11
bottom-feeder	11
desolation	11
squint	11
otherness	11
untidy	11
self-destructiveness	11
galinsky	11
subliminally	11
heart-on-its-sleeve	11
rogue	11
caucasian	11
maud	11
sabara	11
diop	11
guilt-trip	11
atavistic	11
stinging	11
communicating	11
comatose	11
bushel	11
planning	11
botched	11
astonish	11
sitcom-worthy	11
terrain	11
elder	11
referred	11
dichotomy	11
asquith	11
midsection	11
moan	11
bask	11
good-for-you	11
adrift	11
hell-bent	11
barbarism	11
wreckage	11
idoosyncratic	11
competing	11
baker	11
after-hours	11
slavishly	11
heartbeat-like	11
implosion	11
pact	11
loom	11
influx	11
mid-range	11
morsel	11
simmer	11
comparative	11
disrobed	11
hackle	11
governs	11
flaky	11
smile-button	11
graphically	11
asparagus	11
exasperatingly	11
puke	11
pepper	11
unwrapped	11
colonel	11
imitator	11
playwriting	11
terrorizing	11
clara	11
coldly	11
fluxing	11
inhabited	11
imparted	11
adulthood	11
chronic	11
crass-a-thons	11
secretly	11
activism	11
transpose	11
20,000	11
stringently	11
less-than-objective	11
ark	11
fuddy-duddy	11
lowered	11
camera-work	11
skunk	11
indoor	11
self-delusion	11
spy-on-the-run	11
hypermasculine	11
embroils	11
inhale	11
intimidate	11
countenance	11
disaffected-indie-film	11
transvestite	11
boho	11
down-and-dirty	11
ushered	11
patricio	11
grinding	11
semi-stable	11
unhinged	11
evocation	11
unexamined	11
lopsided	11
pseudo-intellectual	11
bloodletting	11
boundless	11
nominal	11
intermingling	11
rymer	11
concrete	11
made-up	11
westbrook	11
sleep-deprived	11
cursory	11
nightclub	11
pothole	11
responsive	11
rosemary	11
lurks	11
undeserved	11
arrived	11
evaporates	11
bidder	11
abroad	11
reputedly	11
phonograph	11
meddling	11
annoyed	11
art-directed	11
stammer	11
continent	11
upfront	11
lifetime-channel	11
hamilton	11
polemic	11
well-deserved	11
traced	11
well-balanced	11
theology	11
practiced	11
patter	11
missive	11
weathered	11
victorious	11
editor	11
disarmingly	11
co-winner	11
restored	11
anticipation	11
wide-screen	11
olympic	11
cool-j	11
herek	11
aidan	11
spiffing	11
battered	11
stricken	11
nonchalant	11
mai	11
documentary-making	11
undermined	11
maik	11
yuppie	11
fudge	11
interference	11
resulted	11
goth	11
funky	11
hands-off	11
suspended	11
psychotic	11
19	11
lag	11
fortified	11
acumen	11
special-effects-laden	11
the-week	11
chewy	11
oversized	11
delirium	11
cyndi	11
church-wary	11
intermediary	11
rough-hewn	11
anspaugh	11
replace	11
uncomplicated	11
flavorless	11
comradeship	11
open-faced	11
juggling	11
devilish	11
decorates	11
allergy	11
kazan	11
requiring	11
ratchet	11
operating	11
cowardly	11
africa	11
altman-esque	11
heavy-handedness	11
ribcage	11
virtuous	11
single-minded	11
teeny-bopper	11
heartwarmingly	11
uhf	11
dock	11
stockwell	11
right-hand	11
randolph	11
duking	11
foreground	11
bully	11
someday	11
characterize	11
inflate	11
namesake	11
sedate	11
singer-turned	11
waster	11
rosenbaum	11
racehorse	11
therefore	11
truckzilla	11
ferret	11
powerhouse	11
defunct	11
anti-establishment	11
fandom	11
minutia	11
pleasuring	11
hated	11
excites	11
blemish	11
semi	11
expulsion	11
kirshner	11
kirkegaard	11
downhill	11
bankruptcy	11
ear-pleasing	11
jockey	11
biggie	11
commiserating	11
nymphette	11
dimmer	11
get-out	11
rarest	11
surgeon	11
not-so-stock	11
strategically	11
industrialized	11
backstory	11
weinstein	11
teenybopper	11
composer	11
best-sustained	11
thrall	11
vonnegut	11
ignite	11
ivans	11
jiri	11
lo	11
popping	11
elegiac	11
savour	11
acquire	11
ultraviolent	11
80-minute	11
cleverest	11
propels	11
n.m.	11
fog	11
juggler	11
fallibility	11
jeanette	11
goombah	11
samantha	11
disappears	11
lynching	11
euro-film	11
doyle	11
swanson	11
porous	11
mouglalis	11
bustling	11
snuggle	11
kaufmann	11
time-consuming	11
solomonic	11
playoff	11
shoplifts	11
ivory	11
wide-eyed	11
well-defined	11
earplug	11
pupil	11
motocross	11
feeding	11
agitator	11
guiding	11
petersburg	11
unreality	11
ardently	11
pomposity	11
four-year-old	11
head-banging	11
keel	11
nit-picky	11
unguarded	11
mesh	11
burly	11
murkiest	11
swirling	11
associate	11
aspire	11
2455	11
analgesic	11
strung	11
laugher	11
disrupts	11
non-threatening	11
cadness	11
aggrandizing	11
tanovic	11
pathological	11
sabrina	11
peroxide	11
grandmother	11
surfer	11
rainwear	11
sullivan	11
cracked	11
floria	11
superlative	11
52	11
sturdy	11
whitaker	11
discount	11
worshipful	11
too-conscientious	11
permitting	11
backward	11
injured	11
post-modern	11
ravage	11
reincarnation	11
revered	11
clicking	11
casey	11
living-room	11
joint	11
sermonize	11
timeout	11
tamer	11
lovers-on-the-run	11
clink	11
jewison	11
shy	11
sanctimoniousness	11
distributor	11
15-year	11
shedding	11
squashed	11
europe	11
brain-deadening	11
ooze	11
slope	11
170-minute	11
dreaded	11
univac-like	11
freaking	11
recruitment	11
loitering	11
grunge-pirate	11
oprahfication	11
forbearing	11
toughest	11
screamingly	11
unqualified	11
sweet-and-sour	11
jar-jar	11
kafka-inspired	11
sonnenfeld	11
barking-mad	11
overripe	11
self-interested	11
collaborative	11
mattered	11
lise	11
wallflower	11
dorkier	11
overload	11
intersect	11
compressed	11
german-expressionist	11
sophisticate	11
unrecoverable	11
well-thought	11
richest	11
light-heartedness	11
gulzar	11
liability	11
closeness	11
disabled	11
underplayed	11
paunchy	11
not-nearly	11
detracts	11
eclair	11
boldness	11
doomsday	11
horrifically	11
disturbance	11
stall	11
boni	11
stomach-knotting	11
foreman	11
programming	11
awakens	11
middle-earth	11
mclaughlin	11
continuum	11
dormer	11
cringe	11
creme	11
opposition	11
riddled	11
berkley	11
village	11
hermocrates	11
gabbiest	11
sending	11
child-rearing	11
sytle	11
o'clock	11
achronological	11
caesar	11
finder	11
appealingly	11
wonderland	11
weil	11
shindler	11
7th-century	11
tortuous	11
fluttering	11
bailly	11
crappola	11
bell	11
preprogrammed	11
kathryn	11
lemon	11
10th-grade	11
paw	11
soiree	11
hollywood-action	11
spoon	11
je-gyu	11
improbably	11
bastion	11
groan-to-guffaw	11
pedagogy	11
persuades	11
recoiling	11
norrington-directed	11
civics	11
accident-prone	11
withholds	11
misunderstood	11
shell	11
cribbing	11
cotswold	11
delve	11
alarmed	11
courageousness	11
european-set	11
combo	11
arguably	11
swift	11
unity	11
conceived	11
disagree	11
outcast	11
subtexts	11
banging	11
kinetically-charged	11
backroom	11
consume	11
angelina	11
oscar-worthy	11
weakest	11
thoroughfare	11
freudianism	11
val	11
noxious	11
continental	11
lobotomy	11
acolyte	11
june	11
disclosure	11
gelati	11
hit-man	10
pee-related	10
reiner	10
battista	10
catchy	10
playboy	10
whirling	10
welcomed	10
vainglorious	10
unwary	10
dolphin-gasm	10
swathe	10
whir	10
whip	10
unrelated	10
ate	10
tango	10
tangy	10
causing	10
expound	10
mandate	10
tempted	10
orleans	10
regurgitates	10
plato	10
shiver-inducing	10
kurdish	10
insinuation	10
bled	10
freeze	10
swordfights	10
dorm	10
cub	10
76-minute	10
gone-to-seed	10
economics	10
thereof	10
lumpy	10
genevieve	10
over-amorous	10
difficult-to-swallow	10
shoot-em-ups	10
malnutrition	10
trombone	10
chorus	10
life-at-arm	10
flopping	10
oliviera	10
wackiness	10
krawczyk	10
jazzman	10
gauzy	10
mullan	10
handily	10
out-shock	10
as-it	10
sticky-sweet	10
pasadena	10
faux-contemporary	10
transferral	10
poorly-constructed	10
olympus	10
vengefulness	10
adorns	10
laid-back	10
residual	10
still-contemporary	10
rat-a-tat	10
tundra	10
epitaph	10
gunfire	10
blasting	10
eardrum-dicing	10
girl-power	10
knowingness	10
derive	10
7th	10
chemically	10
late-summer	10
pasteurized	10
retina	10
discerning	10
spill	10
roundelay	10
hamburger	10
gourd	10
humor-seeking	10
middle-class	10
harvey	10
expressionistic	10
undermine	10
formalist	10
trimmed	10
endured	10
hopefulness	10
tracking	10
engulfing	10
intensifying	10
eisenhower	10
manas	10
wordless	10
post-full	10
demeaning	10
heidegger	10
dilettante	10
springboard	10
rusi	10
involvingly	10
ensuing	10
stockbroker	10
mason	10
persecution	10
disconnect	10
rag-tag	10
walking-dead	10
overstays	10
gut-bustingly	10
cunning	10
liver	10
character-oriented	10
schoolhouse	10
precinct	10
high-strung	10
yakusho	10
ronn	10
egotistical	10
limerick	10
fuller	10
sun-drenched	10
scrawled	10
ancillary	10
crossing	10
coven	10
all-out	10
far-flung	10
blended	10
evaporation	10
occupation	10
bernstein	10
atheistic	10
secular	10
homogenized	10
resent	10
proclaim	10
sen	10
bigger-than-life	10
jammies	10
hallucination	10
thewlis	10
gobbler	10
profiling	10
have-yourself-a-happy-little-holocaust	10
irony-free	10
seamstress	10
mind-blowing	10
expend	10
make-believe	10
platinum-blonde	10
forrest	10
relevancy	10
foil	10
continue	10
doubled	10
video-shot	10
atop	10
streetwise	10
horner	10
butthead	10
concealment	10
sharply	10
grandly	10
assuredness	10
nationalism	10
infamy	10
finery	10
documentarian	10
jettisoned	10
integrating	10
coffin	10
rode	10
loco	10
ideology	10
gump	10
wised-up	10
surface-effect	10
danis	10
ratner	10
saeko	10
hussein	10
preferring	10
ferris	10
crappy	10
immaculate	10
amble	10
pre-teen	10
mischief	10
awed	10
wounded	10
intently	10
characterisation	10
jostling	10
wretchedness	10
kerrigan	10
evergreen	10
10-year-old	10
faceless	10
tso	10
lapping	10
undergraduate	10
pro-wildlife	10
b-film	10
grinning	10
proficiency	10
obscenity	10
clipped	10
crux	10
onion	10
anti-erotic	10
voluptuous	10
superficiale	10
alchemical	10
saucer-eyed	10
lapdance	10
action-fantasy	10
tv-cops	10
moviemaker	10
stinky	10
regal	10
progression	10
upload	10
low-brow	10
wrapping	10
ploy	10
validated	10
last-second	10
stimulate	10
nascent	10
atrocity	10
uwe	10
shear	10
burlap	10
writhing	10
fumble	10
primavera	10
microscope	10
pg-rated	10
gravy	10
lobotomized	10
midlevel	10
chong	10
downtime	10
heartstring	10
i.q	10
agile	10
year-end	10
freakish	10
berkeley	10
sticker	10
punctuation	10
descend	10
saddam	10
danang	10
neater	10
behind-the-scenes	10
groen	10
waddling	10
columbus	10
lewd	10
amidst	10
nine-year-old	10
pseudo-bio	10
decoder	10
moodiness	10
polite	10
precedent	10
grateful	10
12th	10
bravo	10
thinker	10
pleasingly	10
bigger-name	10
combatant	10
denuded	10
bang-up	10
meow	10
repackaged	10
lifting	10
exhilarate	10
kurd	10
fleet	10
affirms	10
skin-deep	10
portraiture	10
rake	10
1957	10
1953	10
denmark	10
eh	10
face-to-face	10
frazzled	10
verite	10
incinerates	10
death-defying	10
brainy	10
yesteryear	10
contentious	10
insatiable	10
intergalactic	10
wreaked	10
videodvd	10
discovered	10
fifth	10
occupied	10
thought-out	10
asleep	10
ink	10
developer	10
90-plus	10
crisper	10
self-interest	10
prequel	10
linguistic	10
super-simple	10
vagueness	10
crumb	10
scarily	10
alter	10
alcoholic	10
galore	10
crummles	10
underachiever	10
outage	10
1937	10
self-righteous	10
shaw	10
smuggling	10
hopkinsrock	10
passive-aggressive	10
one-star	10
blacklight	10
falseness	10
verismo	10
coloured	10
every-joke-has	10
self-contained	10
spry	10
venomous	10
pencil-thin	10
hottest	10
unforgivingly	10
breitbart	10
undergo	10
almodovar	10
cutis	10
clericks	10
apartheid	10
transmogrification	10
outrun	10
assign	10
merry	10
monsterscience	10
lament	10
super-wealthy	10
henna	10
coma-like	10
tonga	10
fidget	10
interminably	10
seventeen	10
assertive	10
unstoppable	10
untuned	10
abruptly	10
hippest	10
good-bad	10
driver-esque	10
buckaroo	10
hallway	10
bon	10
u.s	10
lame-old	10
christmas-tree	10
stunned	10
sheen	10
spouting	10
fundamentalist	10
video-cam	10
simulation	10
reworked	10
crit	10
fun-seeking	10
stiller	10
ordered	10
accessibility	10
ohlinger	10
ruthlessly	10
delhomme	10
old-movie	10
arrogance	10
sandlerian	10
hairier	10
under-12	10
milla	10
fiftysomething	10
fabulousness	10
strut	10
kozmo	10
persuasion	10
illuminate	10
confronted	10
banzai	10
dilithium	10
indoctrinated	10
churlish	10
ho-ho-ho	10
pursued	10
homeboy	10
drone	10
stereo	10
laugther	10
thirteen-year-old	10
unfathomable	10
envy	10
kraft	10
dramatize	10
reeking	10
righteousness	10
127	10
nincompoop	10
graf	10
often-funny	10
correctly	10
kincaid	10
plutonium	10
overshadows	10
completist	10
rhapsodizes	10
reelreal	10
shoot-out	10
uncharismatic	10
argentinian	10
barn-side	10
reside	10
inter-racial	10
deliverance	10
homeric	10
push-the-limits	10
underconfident	10
hepburn	10
pardon	10
b-minus	10
winded	10
gawky	10
met	10
proctologist	10
tailored	10
teen-exploitation	10
faulty	10
ambivalent	10
idiosyncrasy	10
dehumanizing	10
bons	10
convinces	10
arrested	10
bizzarre	10
novelistic	10
sturdiness	10
reader	10
linear	10
savvier	10
inadequately	10
schlepping	10
andie	10
reassure	10
horrendously	10
idling	10
posthumously	10
stomping	10
video-viewing	10
spirit-crushing	10
kill-by-numbers	10
unmotivated	10
baboon	10
lethargic	10
genocide	10
prefabricated	10
lullaby	10
riled	10
personally	10
renaissance	10
suavity	10
nude	10
wiseacre	10
yelling	10
phlegmatic	10
patriarchal	10
motivate	10
independent-community	10
kiddie-friendly	10
gadzooks	10
unholy	10
bliss-less	10
blade-thin	10
pious	10
enthronement	10
template	10
bombing	10
daredevil	10
olive	10
avoiding	10
flamboyance	10
burgeoning	10
chemical	10
muttering	10
docu-makers	10
johnson	10
doltish	10
indulged	10
mail	10
disneyland	10
locate	10
motherland	10
pamela	10
blubber	10
leplouff	10
doings	10
t-tell	10
gathering	10
dollop	10
gal-pal	10
uncompelling	10
jungle	10
norman	10
rehearsal	10
gyro	10
curler	10
norma	10
moodily	10
bong	10
julietwest	10
aberration	10
pained	10
anyplace	10
offered	10
griping	10
image-mongering	10
purportedly	10
tit-for-tat	10
spy-action	10
munch	10
rainy	10
climbing	10
extravagantly	10
teeth-gnashing	10
kegger	10
organizing	10
spasm	10
understatement	10
old-fashioned-movie	10
bludgeoning	10
untugged	10
substitutable	10
shagster	10
dadaist	10
balto	10
decisive	10
spicy	10
intoxication	10
palate	10
grace-in-rebellion	10
overtime	10
conclusive	10
babbitt	10
pop-cyber	10
lap	10
actorliness	10
likability	10
plainness	10
mourning	10
quotient	10
aptitude	10
famuyiwa	10
nuttiness	10
much-needed	10
der	10
specialized	10
conniving	10
montied	10
hostess	10
winger	10
once-over	10
dolly	10
upping	10
deteriorates	10
essayist	10
forthright	10
wiggling	10
20-car	10
electronic	10
borderland	10
disobedience	10
entrancing	10
needing	10
slam-bam	10
gorefests	10
reinforced	10
utilized	10
kok	10
smoothes	10
nolden	10
sober-minded	10
literarily	10
rough-trade	10
gruesome	10
tardier	10
ooky-spookies	10
easygoing	10
up-and-coming	10
etoiles	10
theft	10
fang-baring	10
enveloped	10
nihilistic	10
chatter	10
deferred	10
indulging	10
cheesier	10
thesps	10
imaxy	10
culprit	10
costumed	10
laissez	10
docu-dogma	10
errant	10
tuneless	10
curl	10
2001	10
amuses	10
homo-eroticism	10
embellishing	10
subservient	10
vulakoro	10
direct-to-videodvd	10
play-doh	10
adoration	10
poise	10
climb	10
indulgence	10
farenheit	10
crime-film	10
must-own	10
lector	10
fab	10
terrier	10
mordantly	10
black-owned	10
skilled	10
self-satisfaction	10
mcwilliams	10
embellished	10
four-star	10
defend	10
ethnographic	10
tissue-thin	10
fresnadillo	10
bernard	10
organ	10
sheep	10
sillified	10
thuggery	10
commend	10
perpetrating	10
jeong-hyang	10
noticed	10
fumbling	10
telanovela	10
strainingly	10
brotherly	10
dearly-loved	10
ontiveros	10
outlandishness	10
kool-aid	10
obnoxiously	10
punchline	10
slogs	10
hating	10
playground	10
debris	10
veritable	10
establishment	10
outre	10
trash-cinema	10
muse	10
varsity	10
entertainer	10
addictive	10
nadia	10
misadventure	10
guidance	10
spook-a-rama	10
watery	10
confuse	10
djeinaba	10
hideo	10
tumbleweed	10
pasach	10
waffle	10
splashed	10
infusing	10
calorie	10
tot	10
townsend	10
sleight-of-hand	10
puritanical	10
male-ridden	10
inexcusable	10
angelique	10
synergistic	10
white-empowered	10
muy	10
grader	10
hyper-real	10
flowering	10
haphazardness	10
prepared	10
guei	10
reel-to-reel	10
sloppiness	10
made-for-cable	10
snobbery	10
satellite	10
portal	10
dylan	10
sex-in-the-city	10
beachcombing	10
elf	10
newcastle	10
amok	10
aldrich	10
icy	10
embodies	10
hard-hitting	10
yawp	10
wannabe-hip	10
accommodate	10
new-agey	10
abysmal	10
admiration	10
kitschy	10
modern-office	10
beheading	10
eternity	10
willfully	10
looney	10
booking	10
twentieth	10
molto	10
rafael	10
wreak	10
paralyzed	10
confounded	10
dodge	10
innumerable	10
registering	10
caton-jones	10
stupidly	10
octopus	10
inform	10
qualifies	10
mcbeal-style	10
debating	10
uninhibited	10
satanic	10
frankenstein-like	10
screenful	10
virgin	10
heart-felt	10
sub-tarantino	10
sub-sophomoric	10
published	10
generality	10
redford	10
batting	10
conversion	10
gulp	10
rendition	10
dawdle	10
barrow	10
cable-sports	10
keg	10
berry	10
por	10
66	10
avon	10
runaway	10
dissident	10
7.00	10
bermuda	10
kazmierski	10
dubya	10
muffled	10
flocking	10
stammering	10
kilt	10
feminism	10
matinee-style	10
fusty	10
liquid	10
seduction	10
sleekness	10
garner	10
marcken	10
breillat	10
60-second	10
mat	10
hard-sell	10
ennui	10
abyss	10
purdy	10
trajectory	10
recognise	10
fill-in	10
fai	10
water-camera	10
aiello	10
coeducational	10
horrifies	10
oscar-sweeping	10
malle	10
proceed	10
bundle	10
faint	10
exigency	10
hawley	10
orlean	10
lothario	10
quick-witted	10
numb	10
schematic	10
trifecta	10
hammering	10
gifford	10
monotony	10
thread	10
passer	10
comfy	10
collar	10
treasured	10
obsolete	10
weapon-derived	10
dead-eyed	10
pseudo-sophisticated	10
unselfconscious	10
kitchen-sink	10
entirety	10
humanize	10
nighttime	10
impacting	10
perceptively	10
sugar-coating	10
drumbeat	10
derry	10
unconventionally	10
crispin	10
initially	10
prelude	10
roaring	10
pa	10
instructor	10
incognito	10
inter-species	10
ecstasy	10
shirt	10
torpedo	10
landbound	10
gender-provoking	10
hush	10
treacly	10
super-powers	10
parton	10
baggy	10
ka	10
patriot	10
rosario	10
tv-insider	10
wrinkle	10
attacking	10
mid-film	10
spy-savvy	10
spook	10
soft-porn	10
rae	10
narcotized	10
duct	10
bjorkness	10
bitterly	10
rabbit	10
1980s	10
high-end	10
sir	10
happily-ever	10
skullduggery	10
portable	10
progressive	10
rough-around-the-edges	10
configuration	10
autopilot	10
overpower	10
old-world	10
hence	10
sword-and-sorcery	10
steamy	10
laughingly	10
sally	10
sugar-free	10
unremittingly	10
centre	10
seldhal	10
tribulation	10
herald	10
watercolor	10
love-jealousy	10
uncut	10
early-on	10
less-compelling	10
overpraised	10
monastic	10
iota	10
rusty	10
stupor	10
beverage	10
competitive	10
loophole	10
mother-daughter	10
misogynist	10
antsy	10
tautou	10
point-to-point	10
117	10
spoofy	10
meanspirited	10
slug	10
surge	10
negate	10
preachy-keen	10
fell	10
cutthroat	10
fisticuffs	10
nuked	10
xtc	9
x-men	9
tantalizing	9
narcotic	9
interlocking	9
reopens	9
bestowing	9
divertissement	9
herd	9
hard-driving	9
